"Source","Target"
"full","intern"
"full","learn"
"full","least"
"full","less"
"full","mean"
"full","medic"
"full","much"
"full","pleas"
"full","preceptor"
"full","profess"
"full","requir"
"full","role"
"full","say"
"full","student"
"full","sure"
"full","talk"
"full","understand"
"honest","intern"
"honest","learn"
"honest","least"
"honest","less"
"honest","mean"
"honest","medic"
"honest","much"
"honest","pleas"
"honest","preceptor"
"honest","profess"
"honest","requir"
"honest","role"
"honest","say"
"honest","student"
"honest","sure"
"honest","talk"
"honest","understand"
"intern","learn"
"intern","least"
"intern","less"
"intern","mean"
"intern","medic"
"intern","much"
"intern","pleas"
"intern","preceptor"
"intern","profess"
"intern","requir"
"intern","role"
"intern","say"
"intern","student"
"intern","sure"
"intern","talk"
"intern","understand"
"learn","least"
"learn","less"
"learn","mean"
"learn","medic"
"learn","much"
"learn","pleas"
"learn","preceptor"
"learn","profess"
"learn","requir"
"learn","role"
"learn","say"
"learn","student"
"learn","sure"
"learn","talk"
"learn","understand"
"least","less"
"least","mean"
"least","medic"
"least","much"
"least","pleas"
"least","preceptor"
"least","profess"
"least","requir"
"least","role"
"least","say"
"least","student"
"least","sure"
"least","talk"
"least","understand"
"less","mean"
"less","medic"
"less","pleas"
"less","preceptor"
"less","profess"
"less","requir"
"less","role"
"less","student"
"less","talk"
"less","understand"
"mean","medic"
"mean","much"
"mean","pleas"
"mean","preceptor"
"mean","profess"
"mean","requir"
"mean","role"
"mean","say"
"mean","student"
"mean","sure"
"mean","talk"
"mean","understand"
"medic","much"
"medic","pleas"
"medic","preceptor"
"medic","profess"
"medic","requir"
"medic","role"
"medic","say"
"medic","student"
"medic","sure"
"medic","talk"
"medic","understand"
"much","pleas"
"much","preceptor"
"much","requir"
"much","role"
"much","student"
"much","talk"
"much","understand"
"pleas","preceptor"
"pleas","profess"
"pleas","requir"
"pleas","role"
"pleas","say"
"pleas","student"
"pleas","sure"
"pleas","talk"
"pleas","understand"
"preceptor","profess"
"preceptor","requir"
"preceptor","role"
"preceptor","say"
"preceptor","student"
"preceptor","sure"
"preceptor","talk"
"preceptor","understand"
"profess","requir"
"profess","role"
"profess","say"
"profess","student"
"profess","sure"
"profess","talk"
"profess","understand"
"requir","role"
"requir","say"
"requir","student"
"requir","sure"
"requir","talk"
"requir","understand"
"role","say"
"role","student"
"role","sure"
"role","talk"
"role","understand"
"say","student"
"say","talk"
"say","understand"
"student","sure"
"student","talk"
"student","understand"
"sure","talk"
"sure","understand"
"talk","understand"
"career","like"
"career","think"
"like","think"
"appli","food"
"appli","look"
"appli","manag"
"appli","servic"
"food","look"
"food","manag"
"food","servic"
"look","manag"
"look","servic"
"manag","servic"
"depend","food"
"depend","know"
"depend","like"
"depend","lol"
"depend","love"
"depend","manag"
"depend","mean"
"depend","one"
"depend","patient"
"depend","practic"
"depend","right"
"depend","someon"
"depend","want"
"depend","way"
"food","issu"
"food","know"
"food","like"
"food","lol"
"food","love"
"food","mean"
"food","one"
"food","patient"
"food","practic"
"food","right"
"food","someon"
"food","time"
"food","want"
"food","way"
"issu","know"
"issu","like"
"issu","lol"
"issu","love"
"issu","manag"
"issu","mean"
"issu","one"
"issu","patient"
"issu","practic"
"issu","right"
"issu","someon"
"issu","want"
"issu","way"
"know","like"
"know","lol"
"know","love"
"know","manag"
"know","mean"
"know","one"
"know","practic"
"know","right"
"know","someon"
"know","time"
"know","want"
"know","way"
"like","love"
"like","manag"
"like","mean"
"like","one"
"like","patient"
"like","practic"
"like","right"
"like","someon"
"like","time"
"like","want"
"like","way"
"lol","love"
"lol","manag"
"lol","mean"
"lol","patient"
"lol","practic"
"lol","right"
"lol","someon"
"lol","time"
"lol","want"
"lol","way"
"love","manag"
"love","mean"
"love","one"
"love","patient"
"love","practic"
"love","right"
"love","someon"
"love","time"
"love","want"
"love","way"
"manag","mean"
"manag","one"
"manag","patient"
"manag","practic"
"manag","right"
"manag","someon"
"manag","time"
"manag","want"
"manag","way"
"mean","one"
"mean","patient"
"mean","practic"
"mean","right"
"mean","someon"
"mean","time"
"mean","want"
"mean","way"
"one","patient"
"one","practic"
"one","right"
"one","someon"
"one","time"
"one","want"
"one","way"
"patient","practic"
"patient","right"
"patient","someon"
"patient","time"
"patient","want"
"patient","way"
"practic","right"
"practic","someon"
"practic","time"
"practic","want"
"practic","way"
"right","someon"
"right","time"
"right","want"
"right","way"
"someon","time"
"someon","want"
"someon","way"
"time","want"
"time","way"
"want","way"
"make","peopl"
"hour","intern"
"intern","tri"
"less","someon"
"less","thought"
"lol","thought"
"mayb","someon"
"mayb","thought"
"someon","thought"
"class","communiti"
"class","educ"
"class","job"
"class","pay"
"class","privat"
"class","program"
"class","someon"
"communiti","educ"
"communiti","job"
"communiti","pay"
"communiti","privat"
"communiti","program"
"communiti","someon"
"educ","job"
"educ","pay"
"educ","privat"
"educ","program"
"educ","someon"
"job","pay"
"job","privat"
"job","program"
"job","someon"
"pay","privat"
"pay","program"
"pay","someon"
"privat","program"
"privat","someon"
"program","someon"
"dietet","educ"
"dietet","internship"
"dietet","like"
"dietet","never"
"dietet","new"
"dietet","preceptor"
"dietet","sinc"
"dietet","tell"
"dietet","time"
"dietet","two"
"dietet","year"
"educ","internship"
"educ","like"
"educ","new"
"educ","preceptor"
"educ","time"
"educ","two"
"educ","year"
"internship","never"
"internship","new"
"internship","preceptor"
"internship","sinc"
"internship","tell"
"internship","two"
"internship","year"
"like","never"
"like","new"
"like","preceptor"
"like","sinc"
"like","tell"
"like","two"
"like","year"
"never","new"
"never","preceptor"
"never","two"
"never","year"
"new","preceptor"
"new","sinc"
"new","tell"
"new","time"
"new","two"
"new","year"
"preceptor","sinc"
"preceptor","tell"
"preceptor","time"
"preceptor","two"
"preceptor","year"
"sinc","time"
"sinc","two"
"sinc","year"
"tell","two"
"tell","year"
"time","two"
"time","year"
"two","year"
"either","feel"
"either","lol"
"either","reason"
"either","take"
"feel","lol"
"feel","reason"
"feel","take"
"lol","reason"
"lol","take"
"reason","take"
"bad","chang"
"bad","got"
"bad","know"
"bad","pass"
"bad","preceptor"
"bad","seen"
"bad","year"
"chang","got"
"chang","know"
"chang","pass"
"chang","preceptor"
"chang","seen"
"chang","year"
"got","know"
"got","pass"
"got","preceptor"
"got","seen"
"got","year"
"know","pass"
"know","preceptor"
"know","seen"
"know","year"
"pass","preceptor"
"pass","seen"
"pass","year"
"preceptor","seen"
"seen","year"
"come","program"
"come","tell"
"come","well"
"program","tell"
"program","well"
"tell","well"
"care","lol"
"care","much"
"care","thought"
"much","thought"
"educ","learn"
"educ","person"
"educ","put"
"educ","work"
"hard","learn"
"hard","pay"
"hard","person"
"hard","put"
"hard","work"
"learn","one"
"learn","pay"
"learn","person"
"learn","put"
"learn","work"
"one","pay"
"one","person"
"one","put"
"one","work"
"pay","person"
"pay","put"
"pay","work"
"person","put"
"person","work"
"put","work"
"like","someth"
"like","tri"
"like","understand"
"much","someth"
"much","tri"
"peopl","someth"
"peopl","tri"
"peopl","understand"
"someth","tri"
"someth","understand"
"tri","understand"
"like","thing"
"need","right"
"need","thing"
"peopl","right"
"peopl","thing"
"profess","right"
"profess","thing"
"got","hour"
"got","job"
"got","last"
"got","one"
"got","open"
"got","person"
"got","program"
"got","school"
"got","see"
"got","take"
"got","told"
"got","tri"
"got","work"
"hour","job"
"hour","last"
"hour","one"
"hour","open"
"hour","person"
"hour","program"
"hour","school"
"hour","see"
"hour","take"
"hour","told"
"hour","work"
"job","last"
"job","one"
"job","open"
"job","person"
"job","school"
"job","see"
"job","take"
"job","told"
"job","tri"
"job","work"
"last","one"
"last","open"
"last","person"
"last","program"
"last","school"
"last","see"
"last","take"
"last","told"
"last","tri"
"last","work"
"one","open"
"one","program"
"one","school"
"one","see"
"one","take"
"one","told"
"one","tri"
"open","person"
"open","school"
"open","take"
"open","told"
"open","work"
"person","program"
"person","school"
"person","see"
"person","take"
"person","told"
"person","tri"
"program","school"
"program","take"
"program","told"
"program","work"
"school","see"
"school","take"
"school","told"
"school","tri"
"school","work"
"see","take"
"see","told"
"see","work"
"take","told"
"take","tri"
"take","work"
"told","tri"
"told","work"
"tri","work"
"alreadi","anyth"
"alreadi","come"
"alreadi","dietitian"
"alreadi","hour"
"alreadi","internship"
"alreadi","preceptor"
"alreadi","put"
"alreadi","still"
"alreadi","work"
"anyth","come"
"anyth","dietitian"
"anyth","hard"
"anyth","hour"
"anyth","internship"
"anyth","preceptor"
"anyth","put"
"anyth","still"
"anyth","think"
"anyth","will"
"anyth","work"
"come","dietitian"
"come","hard"
"come","hour"
"come","internship"
"come","preceptor"
"come","put"
"come","still"
"come","think"
"come","will"
"come","work"
"dietitian","hard"
"dietitian","hour"
"dietitian","internship"
"dietitian","put"
"dietitian","still"
"dietitian","think"
"dietitian","will"
"dietitian","work"
"hard","hour"
"hard","internship"
"hard","preceptor"
"hard","still"
"hour","internship"
"hour","preceptor"
"hour","put"
"hour","still"
"hour","will"
"internship","put"
"internship","still"
"internship","think"
"internship","will"
"internship","work"
"preceptor","put"
"preceptor","still"
"preceptor","think"
"preceptor","will"
"preceptor","work"
"put","still"
"put","think"
"put","will"
"still","think"
"still","work"
"think","work"
"will","work"
"ask","bad"
"ask","hard"
"ask","internship"
"ask","think"
"ask","time"
"ask","understand"
"ask","want"
"bad","hard"
"bad","internship"
"bad","see"
"bad","think"
"bad","time"
"bad","understand"
"bad","want"
"hard","see"
"hard","time"
"hard","understand"
"hard","want"
"internship","see"
"internship","understand"
"internship","want"
"see","understand"
"see","want"
"think","understand"
"think","want"
"time","understand"
"understand","want"
"actual","career"
"actual","enough"
"actual","internship"
"actual","learn"
"actual","never"
"actual","preceptor"
"actual","though"
"actual","thought"
"actual","want"
"career","enough"
"career","internship"
"career","learn"
"career","never"
"career","preceptor"
"career","though"
"career","thought"
"career","want"
"enough","internship"
"enough","learn"
"enough","never"
"enough","preceptor"
"enough","though"
"enough","thought"
"enough","want"
"internship","learn"
"internship","though"
"internship","thought"
"learn","never"
"learn","though"
"learn","thought"
"learn","want"
"never","though"
"never","thought"
"never","want"
"preceptor","though"
"preceptor","thought"
"preceptor","want"
"though","thought"
"though","want"
"thought","want"
"becom","done"
"becom","hope"
"becom","least"
"becom","like"
"becom","money"
"becom","paid"
"becom","preceptor"
"becom","program"
"becom","realli"
"becom","student"
"becom","take"
"becom","tri"
"becom","way"
"done","get"
"done","hope"
"done","least"
"done","like"
"done","money"
"done","paid"
"done","preceptor"
"done","program"
"done","realli"
"done","sinc"
"done","student"
"done","take"
"done","way"
"get","hope"
"get","least"
"get","like"
"get","money"
"get","paid"
"get","preceptor"
"get","program"
"get","realli"
"get","student"
"get","take"
"get","tri"
"get","way"
"hope","least"
"hope","like"
"hope","money"
"hope","paid"
"hope","preceptor"
"hope","program"
"hope","realli"
"hope","sinc"
"hope","student"
"hope","take"
"hope","tri"
"hope","way"
"least","like"
"least","money"
"least","paid"
"least","program"
"least","realli"
"least","sinc"
"least","take"
"least","tri"
"least","way"
"like","money"
"like","paid"
"like","program"
"like","student"
"like","take"
"money","paid"
"money","preceptor"
"money","program"
"money","realli"
"money","sinc"
"money","student"
"money","take"
"money","tri"
"money","way"
"paid","preceptor"
"paid","program"
"paid","realli"
"paid","sinc"
"paid","student"
"paid","take"
"paid","tri"
"paid","way"
"preceptor","program"
"preceptor","realli"
"preceptor","take"
"preceptor","tri"
"preceptor","way"
"program","realli"
"program","sinc"
"program","student"
"program","way"
"realli","sinc"
"realli","student"
"realli","take"
"realli","tri"
"realli","way"
"sinc","student"
"sinc","take"
"sinc","tri"
"sinc","way"
"student","take"
"student","tri"
"student","way"
"take","way"
"tri","way"
"good","like"
"good","look"
"good","peopl"
"good","profess"
"like","look"
"look","need"
"look","peopl"
"look","profess"
"exam","look"
"exam","practic"
"exam","requir"
"exam","will"
"look","practic"
"look","requir"
"look","will"
"practic","requir"
"practic","will"
"requir","will"
"like","sure"
"someth","sure"
"answer","back"
"answer","done"
"answer","find"
"answer","help"
"answer","inform"
"answer","interest"
"answer","know"
"answer","new"
"answer","one"
"answer","pleas"
"answer","practic"
"answer","said"
"answer","see"
"answer","share"
"answer","sinc"
"back","done"
"back","find"
"back","help"
"back","inform"
"back","interest"
"back","know"
"back","new"
"back","one"
"back","pleas"
"back","practic"
"back","said"
"back","sinc"
"done","find"
"done","help"
"done","inform"
"done","interest"
"done","new"
"done","one"
"done","pleas"
"done","practic"
"done","said"
"done","see"
"done","share"
"find","help"
"find","inform"
"find","interest"
"find","know"
"find","new"
"find","one"
"find","pleas"
"find","practic"
"find","said"
"find","see"
"find","share"
"find","sinc"
"help","inform"
"help","interest"
"help","know"
"help","new"
"help","one"
"help","pleas"
"help","practic"
"help","said"
"help","see"
"help","share"
"help","sinc"
"inform","interest"
"inform","know"
"inform","new"
"inform","one"
"inform","pleas"
"inform","practic"
"inform","said"
"inform","see"
"inform","share"
"inform","sinc"
"interest","know"
"interest","new"
"interest","one"
"interest","pleas"
"interest","practic"
"interest","said"
"interest","see"
"interest","share"
"interest","sinc"
"know","new"
"know","pleas"
"know","said"
"know","see"
"know","share"
"know","sinc"
"new","one"
"new","pleas"
"new","practic"
"new","said"
"new","see"
"new","share"
"one","pleas"
"one","said"
"one","share"
"pleas","practic"
"pleas","said"
"pleas","see"
"pleas","share"
"pleas","sinc"
"practic","said"
"practic","see"
"practic","share"
"practic","sinc"
"said","see"
"said","share"
"said","sinc"
"see","sinc"
"share","sinc"
"right","studi"
"actual","compani"
"actual","consid"
"actual","cours"
"actual","differ"
"actual","long"
"actual","make"
"actual","nutrit"
"actual","patient"
"actual","see"
"actual","still"
"actual","sure"
"actual","will"
"actual","worth"
"compani","consid"
"compani","cours"
"compani","differ"
"compani","long"
"compani","make"
"compani","nutrit"
"compani","patient"
"compani","see"
"compani","still"
"compani","sure"
"compani","will"
"compani","worth"
"consid","cours"
"consid","differ"
"consid","long"
"consid","make"
"consid","nutrit"
"consid","see"
"consid","still"
"consid","will"
"consid","worth"
"cours","differ"
"cours","long"
"cours","make"
"cours","nutrit"
